surat_nomor,ayat_nomor,teks_id
2,112,"Dan mereka berkata, ”Tidak akan pernah ada yang masuk surga, kecuali orang-orang Yahudi atau Nasrani.”134 Ini hanya angan-angan mereka. Katakanlah, “Kemukakanlah bukti-buktimu, jika kamu orang-orang yang benar.”"
2,113,"Tidak demikian, barang-siapa berserah diri135 kepada Allah dan ia orang yang berbuat baik, maka baginya ada ganjaran di sisi Tuhannya, tidak ada ke-takutan atas mereka dan tidak pula mereka akan bersedih."
2,114,"Dan orang-orang Yahudi mengatakan, ”Orang-orang Nas-rani tidak berdiri di atas ke-benaran apapun,” dan orang-orang Nasrani mengatakan, ”Orang-orang Yahudi tidak ber-diri di atas136kebenaran apapun.” Padahal mereka membaca Alkitab yang sama. Demikian pula orang-orang yang tidak mengetahui, berkata seperti ucapan mereka itu. Maka pada Hari Kiamat Allah akan menghakimi di antara mereka tentang apa yang mereka perselisihkan."
2,115,Dan siapakah yang lebih aniaya dari orang yang meng-halangi nama-Nya disebut di dalam masjid-masjid Allah dan berupaya merobohkannya?137 Me-reka itu tidak layak masuk ke dalamnya kecuali dengan rasa takut. Bagi mereka ada kehinaan di dunia; dan bagi mereka azab yang besar di akhirat.
2,116,"Dan kepunyaan Allah timur dan barat;138 karena itu ke mana pun kamu menghadap, di sanalah ada wajah Allah. Se-sungguhnya Allah Mahaluas karunia-Nya, Maha Mengetahui."
2,117,"Dan mereka berkata, ”Allah mengambil untuk Diri-Nya seorang anak.”139 Mahasuci Dia! Tidak, bahkan kepunyaan-Nya-lah apa yang ada di seluruh langit dan di bumi. Semua tunduk kepada-Nya."
2,118,"Dia-lah Yang memulai penciptaan140langit dan bumi. Apabila Dia menetapkan sesuatu, maka Dia hanya berfirman me-ngenainya, “Jadilah” maka ter-jadilah ia."
2,119,"Dan orang-orang yang tidak mengetahui berkata: “Mengapa Allah tidak berkata-kata langsung kepada kami, atau mendatangkan satu tanda141 kepada kami?” Demikian pula orang-orang sebelum mereka berkata seperti ucapan mereka itu. Hati mereka serupa. Sungguh Kami telah menjelaskan tanda-tanda kepada satu kaum yang yakin."
2,120,"Sungguh Kami meng-utus engkau dengan kebenaran, sebagai pembawa kabar gembira dan pemberi peringatan. Dan engkau tidak akan ditanyai tentang para penghuni neraka."
2,121,"Dan orang Yahudi ti-dak akan pernah rela, begitu pula orang Nasrani sehingga engkau mengikuti agama mereka. Katakanlah: “Sesungguhnya petunjuk Allah, itulah petunjuk yang benar.” Dan jika engkau mengikuti kemauan mereka setelah ilmu datang kepada engkau, maka engkau tidak akan mempunyai teman dan penolong dari Allah."
2,122,Orang-orang yang telah Kami beri Kitab kepada mereka dan mereka membacanya dengan bacaan yang sebenarnya;142 mereka itulah yang beriman kepadanya. Dan barangsiapa ingkar kepadanya maka mereka itulah yang merugi.
2,123,"Hai Bani Israil! Ingatlah nikmat-Ku yang telah Aku anugerahkan kepadamu, dan bahwa Aku telah mengunggul-kanmu atas seluruh bangsa di masa itu."
2,124,"Dan takutlah kamu akan Hari ketika suatu jiwa tidak akan dapat menggantikan jiwa yang lain sedikit pun, tidak akan diterima tebusan darinya, tidak pula syafa’at akan bermanfaat baginya, dan mereka tidak akan ditolong."
2,125,"Dan ingatlah ketika Ibrahim diuji142A oleh Tuhannya dengan beberapa kalimat142B lalu ia menyempurnakannya. Dia ber-firman, “Sesungguhnya Aku akan menjadikan engkau imam143 bagi manusia.” Ia, Ibrahim, berkata, “Dan juga dari keturunanku?” Dia berfirman, “Ya, tetapi janji-Ku tidak akan berlaku bagi orang-orang aniaya.”*"
2,126,"Dan ingatlah ketika Kami jadikan Rumah itu sebagai tempat berkumpul144 bagi manusia dan tempat aman;145dan jadikanlah tempat berdiri Ibrahim sebagai tempat shalat. Dan Kami perintahkan kepada Ibrahim dan Ismail, “Sucikanlah rumah-Ku itu untuk orang-orang yang tawaf, ‘itikaf, rukuk dan yang sujud.”"
2,127,"Dan ingatlah ketika Ibrahim berkata, “Wahai Tuhanku! Jadikan-lah tempat ini kota yang aman dan berikanlah rezeki berupa buah-buahan kepada penduduknya dari antara mereka yang beriman kepada Allah dan Hari Kemu-dian.” Dia berfirman, “Dan kepada orang yang ingkar pun, Aku akan memberi sedikit kesenangan ke-padanya, kemudian Aku akan memaksanya masuk ke dalam azab Api, dan inilah seburuk-buruk tempat kembali.”"
2,128,"Dan ingatlah ketika Ibrahim dan Ismail meninggi-kan146pondasi-pondasi Rumah itu sambil berdoa: “Wahai Tuhan kami, terimalah amal ini dari kami, sesungguhnya Engkaulah Yang Maha Mendengar, Maha Mengetahui.”"
2,129,"“Wahai Tuhan kami, jadikanlah kami berdua orang yang berserah diri kepada Engkau, dan jadikanlah dari antara keturunan kami satu umat yang berserah diri kepada Engkau. Dan perlihatkanlah kepada kami cara-cara ibadah kami dan terimalah taubat kami, sesungguhnya Engkau Maha Penerima tobat, Maha Penyayang.”"
2,130,"“Wahai Tuhan kami, bangkitkanlah seorang rasul di antara mereka dari kalangan mereka sendiri, yang akan mem-bacakan Ayat-ayat Engkau ke-pada mereka, mengajarkan Kitab dan hikmah147 kepada mereka, serta mensucikan mereka, se-sungguhnya Engkau Maha-perkasa, Mahabijaksana.”"
2,131,Dan siapakah yang ber-paling dari agama Ibrahim selain orang yang memperbodoh dirinya sendiri?148 Dan sungguh Kami telah memilihnya di dunia dan sesungguhnya di akhirat pun ia termasuk orang-orang saleh.
2,132,"Ingatlah ketika Tuhan-nya berfirman kepadanya: “Ber-serah dirilah”, ia berkata, ”Aku telah berserah diri kepada Tuhan semesta alam.”"
2,133,"Dan Ibrahim mewasiat-kan yang demikian kepada anak-anaknya dan demikian pula Yakub seraya berkata: “Hai anak-anakku, sesungguhnya Allah telah memilih agama ini bagimu, maka janganlah kamu mati kecuali dalam keadaan berserah diri.”149"
2,134,"Apakah kamu menjadi saksi ketika maut menghampiri Yakub, ketika ia bertanya kepada anak-anaknya, “Apa yang akan kamu sembah sepeninggalku?” Mereka menjawab, “Kami akan menyembah Tuhan engkau dan Tuhan bapak-bapak engkau;150 Ibrahim, Ismail, dan Ishak, yaitu Tuhan Yang Esa, dan hanya kepada-Nya kami berserah diri.”151"
2,135,"Itulah umat yang telah berlalu, baginya apa yang mereka usahakan dan bagimu apa yang kamu usahakan, dan kamu tidak akan ditanya mengenai apa yang dahulu mereka kerjakan."
2,136,"Dan mereka berkata, “Jadilah kamu Yahudi atau Nasrani, barulah kamu akan mendapat petunjuk.” Katakanlah, “Tidak, melainkan ikutilah agama Ibrahim yang ‘hanif’;152 dan ia bukan termasuk orang-orang musyrik.”"
2,137,"Katakanlah olehmu, “Kami beriman kepada Allah, dan kepada apa yang diturunkan kepada kami, dan kepada apa yang diturunkan kepada Ibrahim, Ismail, Ishak, Yakub dan ke-turunannya,153 dan beriman pada apa yang diberikan kepada Musa dan Isa, dan apa yang diberikan kepada para nabi154 dari Tuhan mereka. Kami tidak membeda-bedakan seorang pun di antara mereka, dan kepada-Nya kami berserah diri.”"
2,138,"Dan jika mereka ber-iman sebagaimana kamu telah beriman155 kepada ajaran ini, maka sungguh mereka telah mendapat petunjuk; sedangkan jika mereka berpaling, maka sesungguhnya mereka dalam perselisihan denganmu, dan Allah pasti akan mencukupi engkau dalam menghadapi mereka, dan Dia Maha Mendengar, Maha Mengetahui."
2,139,"Katakanlah, “Kami me-nganut agama156 Allah, dan siapa yang lebih baik dari Allah dalam mengajarkan agama, dan kepada-Nya kami beribadah.”"
2,140,"Katakanlah, “Apakah kamu berbantah dengan kami tentang Allah, padahal Dia adalah Tuhan kami dan Tuhanmu? Dan bagi kami amal kami dan bagimu amal kamu; dan hanya kepada-Nya kami mengikhlaskan diri.”"
2,141,"Ataukah kamu berkata, bahwa Ibrahim, Ismail, Ishak, Yakub dan keturunannya adalah Yahudi atau Nasrani?”157 Kata-kanlah, “Apakah kamu yang lebih mengetahui ataukah Allah?” Dan siapakah yang lebih aniaya dari orang yang menyembunyikan kesaksian yang dimilikinya dari Allah? Dan Allah tidak lengah terhadap apa yang kamu kerjakan."
2,142,"Itulah umat yang telah berlalu, baginya apa yang mereka usahakan dan bagimu apa yang kamu usahakan, dan kamu tidak akan ditanya mengenai apa yang dahulu mereka kerjakan."
2,143,"Orang-orang bodoh di antara manusia akan berkata, “Apakah yang menyebabkan mereka berpaling dari kiblatnya yang mereka dahulu meng-hadap kepadanya?” Katakanlah, ”Kepunyaan Allah-lah timur dan barat.159 Dia memberi petunjuk kepada siapa yang Dia kehendaki ke jalan lurus .”"
2,144,"Dan demikianlah Kami menjadikan kamu satu umat yang mulia160* supaya kamu menjadi penjaga manusia dan supaya Rasul itu menjadi penjaga161 kamu. Dan, Kami tidak menjadikan162 kiblat yang kepadanya dahulu engkau berkiblat melainkan supaya Kami mengetahui siapa yang mengikuti Rasul dan siapa yang berpaling di atas kedua tumitnya.163 Dan, sungguh hal ini sangat berat, kecuali bagi orang-orang yang diberi petunjuk oleh Allah. Dan Allah tidak akan pernah menyia-nyiakan imanmu, sesungguhnya Allah Maha Pengasih, Maha Penyayang terhadap manusia."
2,145,"Sesungguhnya Kami sering melihat wajah engkau menengadah ke langit,164 karena itu Kami pasti akan mema-lingkan165engkau ke arah Kiblat yang engkau suka, maka paling-kanlah wajah engkau ke arah Masjidilharam, dan di mana pun kamu berada hadapkanlah wajah-mu ke arahnya.166 Dan sesung-guhnya orang-orang yang telah diberi Kitab, mereka itu me-ngetahui bahwa ini kebenaran dari Tuhan mereka,.167 dan Allah tidak lengah terhadap apa yang mereka kerjakan."
2,146,"Dan jika sekalipun eng-kau mendatangkan segala macam tanda kepada orang-orang yang diberi Kitab, mereka tidak akan mengikuti kiblat engkau dan engkau pun tidak akan menjadi pengikut kiblat mereka, dan sebagian mereka tidak akan menjadi pengikut kiblat sebagian yang lain.168 Dan jika engkau mengikuti keinginan mereka sesudah ilmu datang kepada engkau, sesungguhnya engkau akan termasuk orang-orang aniaya."
2,147,"Orang-orang yang telah Kami beri Kitab mengenalnya169 sebagaimana mereka mengenal170anak-anaknya, dan sungguh se-golongan dari mereka me-nyembunyikan kebenaran pada-hal mereka mengetahui."
2,148,Kebenaran ini dari Tuhan engkau; maka janganlah engkau termasuk orang-orang yang ragu.
2,149,"Dan bagi tiap orang ada suatu tujuan dimana ia meng-arahkan perhatian kepadanya, maka berlomba-lombalah dalam kebaikan.171 Di mana pun kamu berada, Allah akan mengumpul-kan kamu semua. Sesungguhnya Allah Mahakuasa atas segala sesuatu."
2,150,"Dan dari manapun eng-kau keluar hadapkanlah per-hatian engkau172 ke arah Masjidil-haram, dan sesungguhnya ini adalah kebenaran173 dari Tuhan engkau, dan Allah tidak lengah terhadap apa yang kamu kerjakan."
2,151,"Dan dari mana pun engkau keluar hadapkanlah per-hatian engkau ke arah Masjidil-haram,174 dan dimanapun kamu berada hadapkanlah per-hatianmu ke arahnya, supaya tidak ada alasan bagi manusia terhadapmu,175 kecuali orang-orang aniaya di antara mereka, karena itu janganlah kamu takut kepada mereka melainkan takutlah kepada-Ku, dan supaya Aku menyempurnakan nikmat-Ku atasmu,176 dan supaya kamu mendapat petunjuk."
2,152,"Sebagaimana Kami telah mengutus kepada kamu seorang Rasul dari antaramu, yang membacakan Ayat-ayat Kami kepadamu, mensucikan-mu, mengajarmu Kitab serta hikmah,177 dan mengajarmu apa yang belum kamu ketahui,"
2,153,"Maka ingatlah178 Aku, Aku pun akan ingat kepadamu, dan bersyukurlah kepada-Ku dan janganlah tidak bersyukur kepada-Ku."
2,154,"Hai orang-orang yang beriman, mohonlah pertolongan dengan sabar179 dan shalat; se-sungguhnya Allah beserta orang-orang yang sabar.180"
2,155,"Dan janganlah kamu mengatakan tentang orang-orang yang terbunuh di jalan Allah itu mati; tidak, bahkan mereka hidup,181tetapi kamu tidak me-nyadari."
2,156,"Dan pasti Kami akan menguji kamu dengan sedikit ketakutan, kelaparan, kekurangan dalam harta, jiwa dan buah-buahan;182 dan berilah kabar gembira kepada orang-orang yang sabar."
2,157,"Yaitu orang-orang yang apabila ditimpa suatu musibah, mereka berkata: ”Sesungguhnya kami kepunyaan Allah dan sung-guh kepada-Nya kami kembali.”183"
2,158,Mereka inilah yang di-anugerahi berkat dan rahmat dari Tuhan mereka dan merekalah yang mendapat petunjuk.
2,159,"Sesungguhnya Shafa dan Marwah184 termasuk di antara tanda-tanda Allah, maka barangsiapa menunaikan ibadah haji ke Rumah itu atau umrah maka tidak ada dosa baginya bertawaf di antara keduanya. Dan barangsiapa berbuat ke-baikan dengan rela hati185 maka sungguh Allah Maha Menghargai kebaikan, Maha Mengetahui."
2,160,"Sesungguhnya orang-orang yang menyembunyikan186 apa yang telah Kami turunkan berupa tanda-tanda yang nyata dan petunjuk di dalam Kitab itu, sesudah Kami membuatnya jelas bagi manusia, mereka itulah yang dilaknat Allah dan dilaknat pula oleh orang-orang yang berhak melaknat."
2,161,"Kecuali orang-orang yang bertobat, memperbaiki diri, dan menyatakan kebenaran dengan jelas, maka mereka itulah yang Aku terima tobatnya, dan Aku Maha Penerima tobat, Maha Penyayang."
2,162,"Sesungguhnya orang-orang yang kafir dan mati dalam kekafiran, mereka itulah orang-orang yang atasnya laknat Allah, malaikat, dan manusia semuanya."
2,163,"Mereka akan tinggal lama di dalamnya, azab tidak akan diringankan dari mereka, dan mereka tidak akan diberi tangguh."
2,164,"Dan Tuhanmu ialah Tuhan Yang Mahaesa;187 tiada tuhan kecuali Dia, Yang Maha Pemurah, Maha Penyayang."
2,165,"Sesungguhnya dalam penciptaan seluruh langit dan bumi, pertukaran malam dan siang, kapal-kapal yang berlayar di lautan dengan membawa apa yang bermanfaat bagi manusia, dan dalam apa yang Allah turunkan dari langit berupa air lalu dengan itu Dia menghidupkan bumi sesudah matinya, dan Dia tebarkan di dalamnya segala macam binatang, dan dalam perkisaran angin serta awan yang diatur di antara langit dan bumi, sungguh terdapat tanda-tanda bagi kaum yang mempergunakan akal.188"
2,166,"Dan di antara manusia ada yang menjadikan sembahan-sembahan selain Allah sebagai sekutu,189 mereka mencintainya seperti mereka mencintai Allah. Tetapi orang-orang yang beriman lebih kuat kecintaannya kepada Allah.190Dan seandainya orang-orang zalim itu dapat melihat ketika mereka akan menyaksikan azab, mereka akan mengetahui bahwa semua kekuatan itu milik Allah dan bahwa azab Allah sangat keras."
2,167,"Seandainya mereka melihat pada waktu orang-orang yang diikuti akan berlepas diri dari orang-orang yang mengikutinya, mereka akan melihat azab dan segala hubungan dengan mereka akan terputus sama sekali.191"
2,168,"Dan orang-orang yang mengikuti mereka berkata: “Seandainya saja kami dapat kembali lagi ke dunia, maka pasti kami pun akan berlepas diri dari mereka sebagaimana kini mereka berlepas diri dari kami.” Demi-kianlah Allah akan memper-lihatkan kepada mereka amal perbuatannya menjadi penyesalan bagi mereka, dan mereka tidak akan dapat keluar dari Api."
2,169,"Hai manusia, makanlah dari apa yang halal dan thayib,192 di bumi dan janganlah kamu mengikuti langkah-langkah setan,193sesungguhnya ia musuh yang nyata bagimu."
2,170,Sesungguhnya ia hanya menyuruh kamu berbuat jahat dan keji194 dan menyuruh kamu mengatakan tentang Allah apa yang tidak kamu ketahui.
2,171,"Dan apabila dikatakan kepada mereka: “Ikutilah apa yang Allah telah turunkan”, mereka berkata: “Tidak, kami hanya akan mengikuti apa yang kami dapati bapak-bapak kami, biasa melakukannya.”195 Apa! sekali pun bapak-bapak mereka itu tidak mengerti suatu apa pun, dan tidak pula mendapat petunjuk?"
2,172,"Dan perumpamaan orang-orang kafir itu seperti se-seorang yang berteriak kepada sesuatu yang tidak dapat men-dengar kecuali panggilan dan seruan.196 Mereka tuli, bisu, dan buta, karena itu mereka tidak mengerti."
2,173,"Hai orang-orang yang beriman! makanlah dari antara barang-barang thayib197 yang Kami rezekikan kepadamu, dan bersyukurlah kepada Allah, jika hanya kepada-Nya kamu menyembah."
2,174,"Sesungguhnya yang Dia haramkan bagi kamu hanya bangkai, darah, daging babi,198dan apa yang disembelih dengan menyebut nama selain Allah. Tetapi barangsiapa terpaksa, bukan bermaksud melanggar dan tidak melampaui batas, maka tidak ada dosa199 atasnya. Se-sungguhnya Allah Maha Peng-ampun, Maha Penyayang."
2,175,"Sesungguhnya orang-orang yang menyembunyikan apa yang Allah turunkan dari kitab itu dan menukarnya dengan harga murah, mereka tidak memasukkan ke dalam perutnya kecuali api.200 Dan Allah tidak akan berbicara dengan mereka pada Hari Kiamat, dan tidak pula akan mensucikannya. Dan bagi mereka azab yang pedih."
2,176,Mereka itulah orang-orang yang telah membeli ke-sesatan dengan petunjuk dan azab dengan ampunan. Maka alangkah sabarnya 201 mereka terhadap Api.
2,177,Azab itu adalah karena sesungguhnya Allah telah menurunkan Kitab dengan kebenaran; dan sungguh orang-orang yang berselisih mengenai Kitab itu benar-benar bertindak jauh dalam permusuhan.
2,178,"Bukanlah kebaikan bah-wa kamu menghadapkan wajah-mu ke arah timur dan barat, tetapi kebaikan yang sesungguhnya ialah beriman kepada Allah, Hari Kemudian, malaikat-malaikat, kitab, nabi-nabi, dan memberikan harta karena kecintaan kepada-Nya202kepada kaum kerabat, anak-anak yatim, orang-orang miskin, musafir, mereka yang meminta sedekah, dan untuk memerdekakan hamba sahaya; dan orang-orang yang mendirikan shalat, membayar zakat, dan orang-orang yang memenuhi janjinya bila mereka berjanji, mereka yang sabar dalam ke-susahan202A dan kesengsaraan, dan yang tabah dalam masa perang; mereka itulah orang-orang yang benar dan mereka itulah orang-orang yang ber-takwa.203"
2,179,"Hai orang-orang yang beriman, diwajibkan atasmu pembalasan yang setimpal mengenai orang-orang yang di-bunuh; orang merdeka dengan orang merdeka, hamba sahaya dengan hamba sahaya, perempuan dengan perempuan. Tetapi ba-rangsiapa yang dimaafkan oleh pihak saudaranya yang dibunuh maka ahli waris yang dibunuh dapat menuntut uang darah secara layak, dan pembayaran oleh si pembunuh hendaklah dilakukan kepadanya dengan cara yang sebaik-baiknya. Yang demi-kian itu adalah satu keringanan dan rahmat dari Tuhan-mu. Dan barangsiapa melampaui batas sesudah itu, maka baginya siksaan yang pedih.204"
